cache_key,id,condition,correct,coherent,reason,raw_judge
judge::direct::64dbe5cb840ef4f1d25f8b68db8d5fed,64dbe5cb840ef4f1d25f8b68db8d5fed,direct,1,1,"Saunas are commonly found in bathhouses, fitting the context of relaxing after a discussion.","{""coherent"":1,""reason"":""Saunas are commonly found in bathhouses, fitting the context of relaxing after a discussion.""}"
judge::cot::64dbe5cb840ef4f1d25f8b68db8d5fed,64dbe5cb840ef4f1d25f8b68db8d5fed,cot,1,1,"Saunas are commonly found in bathhouses, fitting the context of relaxing after a discussion.","{""coherent"":1,""reason"":""Saunas are commonly found in bathhouses, fitting the context of relaxing after a discussion.""}"
judge::direct::81cc0d320488c7bacafb285cf7db5fbd,81cc0d320488c7bacafb285cf7db5fbd,direct,1,1,Supermarkets receive large shipments of lettuce by truck for distribution to customers.,"{""coherent"":1,""reason"":""Supermarkets receive large shipments of lettuce by truck for distribution to customers.""}"
judge::cot::81cc0d320488c7bacafb285cf7db5fbd,81cc0d320488c7bacafb285cf7db5fbd,cot,1,1,Supermarkets receive large shipments of lettuce by truck for distribution to customers.,"{""coherent"":1,""reason"":""Supermarkets receive large shipments of lettuce by truck for distribution to customers.""}"
judge::direct::a339fe08f1f50463ee180b797e99ebcc,a339fe08f1f50463ee180b797e99ebcc,direct,1,1,"Playing sports in gym class requires energy, matching the likely goal of physical activity.","{""coherent"":1,""reason"":""Playing sports in gym class requires energy, matching the likely goal of physical activity.""}"
judge::cot::a339fe08f1f50463ee180b797e99ebcc,a339fe08f1f50463ee180b797e99ebcc,cot,1,1,You need energy to play sports in gym class; this matches the likely goal of the question.,"{""coherent"":1,""reason"":""You need energy to play sports in gym class; this matches the likely goal of the question.""}"
judge::direct::7f25dbab26165b3c8800c2733ca759d6,7f25dbab26165b3c8800c2733ca759d6,direct,0,1,"Fox hunting is historically associated with English aristocracy, making England a coherent choice.","{""coherent"":1,""reason"":""Fox hunting is historically associated with English aristocracy, making England a coherent choice.""}"
judge::cot::7f25dbab26165b3c8800c2733ca759d6,7f25dbab26165b3c8800c2733ca759d6,cot,0,1,"Fox hunting is traditionally associated with English aristocracy, making England a coherent choice.","{""coherent"":1,""reason"":""Fox hunting is traditionally associated with English aristocracy, making England a coherent choice.""}"
judge::direct::83c25b9a5db5f9b3fd1ff6c7453d23d0,83c25b9a5db5f9b3fd1ff6c7453d23d0,direct,1,1,Losing money is a common cause of unhappiness for gamblers.,"{""coherent"":1,""reason"":""Losing money is a common cause of unhappiness for gamblers.""}"
judge::cot::83c25b9a5db5f9b3fd1ff6c7453d23d0,83c25b9a5db5f9b3fd1ff6c7453d23d0,cot,1,1,Losing money is a common cause of unhappiness for gamblers.,"{""coherent"":1,""reason"":""Losing money is a common cause of unhappiness for gamblers.""}"
judge::direct::aead08289ca9abfcd169f935ea228ee5,aead08289ca9abfcd169f935ea228ee5,direct,1,1,It's common to ask a child to state her name when first meeting her.,"{""coherent"":1,""reason"":""It's common to ask a child to state her name when first meeting her.""}"
judge::cot::aead08289ca9abfcd169f935ea228ee5,aead08289ca9abfcd169f935ea228ee5,cot,1,1,It's common to ask a child to state her name when first meeting her.,"{""coherent"":1,""reason"":""It's common to ask a child to state her name when first meeting her.""}"
judge::direct::a5ca7c89196e54938b5827814d0071d4,a5ca7c89196e54938b5827814d0071d4,direct,1,1,"A kite string typically begins at the hand of the person flying it, often a child.","{""coherent"":1,""reason"":""A kite string typically begins at the hand of the person flying it, often a child.""}"
judge::cot::a5ca7c89196e54938b5827814d0071d4,a5ca7c89196e54938b5827814d0071d4,cot,1,1,"A kite string typically begins at the hand of the person flying it, often a child.","{""coherent"":1,""reason"":""A kite string typically begins at the hand of the person flying it, often a child.""}"
judge::direct::08db69edf0ec5848c1a53dca8fc1601a,08db69edf0ec5848c1a53dca8fc1601a,direct,1,1,"Effusive means showing gratitude, which fits if James is pleased with the result.","{""coherent"":1,""reason"":""Effusive means showing gratitude, which fits if James is pleased with the result.""}"
judge::cot::08db69edf0ec5848c1a53dca8fc1601a,08db69edf0ec5848c1a53dca8fc1601a,cot,1,1,He would likely be very grateful and expressive toward the surgeon for the positive result.,"{""coherent"":1,""reason"":""He would likely be very grateful and expressive toward the surgeon for the positive result.""}"
judge::direct::46bc1a50eeead10509a43a048e01194e,46bc1a50eeead10509a43a048e01194e,direct,0,1,A single shower curtain is commonly used in a shower stall to prevent water from splashing out.,"{""coherent"":1,""reason"":""A single shower curtain is commonly used in a shower stall to prevent water from splashing out.""}"
judge::cot::46bc1a50eeead10509a43a048e01194e,46bc1a50eeead10509a43a048e01194e,cot,1,1,A single shower curtain is commonly used with a bathtub to prevent water from splashing out.,"{""coherent"": 1, ""reason"": ""A single shower curtain is commonly used with a bathtub to prevent water from splashing out.""}"
judge::direct::950af0b765c298960ce3dada66df8db1,950af0b765c298960ce3dada66df8db1,direct,1,1,"Countryside typically has few buildings and little traffic, matching the description in the question.","{""coherent"":1,""reason"":""Countryside typically has few buildings and little traffic, matching the description in the question.""}"
judge::cot::950af0b765c298960ce3dada66df8db1,950af0b765c298960ce3dada66df8db1,cot,1,1,"Countryside typically has few buildings and little traffic, matching the description in the question.","{""coherent"":1,""reason"":""Countryside typically has few buildings and little traffic, matching the description in the question.""}"
judge::direct::8c655f3a55bde41aad880f138d7a445d,8c655f3a55bde41aad880f138d7a445d,direct,1,1,"'Done' refers to meat being fully cooked, matching the goal of wanting it well-cooked.","{""coherent"":1,""reason"":""'Done' refers to meat being fully cooked, matching the goal of wanting it well-cooked.""}"
judge::cot::8c655f3a55bde41aad880f138d7a445d,8c655f3a55bde41aad880f138d7a445d,cot,1,1,"'Well done' is a common way to cook meat, matching the goal of being well cooked.","{""coherent"":1,""reason"":""'Well done' is a common way to cook meat, matching the goal of being well cooked.""}"
judge::direct::0bbb82c1dc4bfd3b0e0c409a0afd248b,0bbb82c1dc4bfd3b0e0c409a0afd248b,direct,1,1,"Confession typically involves talking, which aligns with the question's goal.","{""coherent"":1,""reason"":""Confession typically involves talking, which aligns with the question's goal.""}"
judge::cot::0bbb82c1dc4bfd3b0e0c409a0afd248b,0bbb82c1dc4bfd3b0e0c409a0afd248b,cot,1,1,"Confession involves talking, which matches the goal of activities involving speech.","{""coherent"":1,""reason"":""Confession involves talking, which matches the goal of activities involving speech.""}"
judge::direct::dbdad44029098d4b1d202d6d857d6092,dbdad44029098d4b1d202d6d857d6092,direct,1,1,A table is a common surface for setting papers while working on them.,"{""coherent"":1,""reason"":""A table is a common surface for setting papers while working on them.""}"
judge::cot::dbdad44029098d4b1d202d6d857d6092,dbdad44029098d4b1d202d6d857d6092,cot,1,1,A table is a common surface for setting papers while working on them.,"{""coherent"":1,""reason"":""A table is a common surface for setting papers while working on them.""}"
judge::direct::2435de612dd69f2012b9e40d6af4ce38,2435de612dd69f2012b9e40d6af4ce38,direct,1,1,"The Midwest is known for abundant farmland, making it a logical place to look for farmland.","{""coherent"":1,""reason"":""The Midwest is known for abundant farmland, making it a logical place to look for farmland.""}"
judge::cot::2435de612dd69f2012b9e40d6af4ce38,2435de612dd69f2012b9e40d6af4ce38,cot,1,1,"The Midwest is known for abundant farmland, making it a logical place to look for farmland.","{""coherent"":1,""reason"":""The Midwest is known for abundant farmland, making it a logical place to look for farmland.""}"
judge::direct::cabefb7063a728e77abd44d97397a2a4,cabefb7063a728e77abd44d97397a2a4,direct,1,1,Detectives question witnesses to obtain answers and information relevant to their investigation.,"{""coherent"":1,""reason"":""Detectives question witnesses to obtain answers and information relevant to their investigation.""}"
judge::cot::cabefb7063a728e77abd44d97397a2a4,cabefb7063a728e77abd44d97397a2a4,cot,1,1,Detectives question witnesses to obtain answers relevant to their investigation.,"{""coherent"":1,""reason"":""Detectives question witnesses to obtain answers relevant to their investigation.""}"
judge::direct::e211b1a3f3401d164c8b0bfc10160caa,e211b1a3f3401d164c8b0bfc10160caa,direct,1,1,"Baseball stadiums commonly require tickets and sell hot dogs, matching the scenario described.","{""coherent"":1,""reason"":""Baseball stadiums commonly require tickets and sell hot dogs, matching the scenario described.""}"
judge::cot::e211b1a3f3401d164c8b0bfc10160caa,e211b1a3f3401d164c8b0bfc10160caa,cot,1,1,"Baseball stadiums commonly require tickets and sell hot dogs, matching the scenario described in the question.","{""coherent"":1,""reason"":""Baseball stadiums commonly require tickets and sell hot dogs, matching the scenario described in the question.""}"
judge::direct::c7526b682e64f355384631b35cd78fc9,c7526b682e64f355384631b35cd78fc9,direct,1,1,'Drunker' explains falling off a bar stool; intoxication increases likelihood of such accidents.,"{""coherent"":1,""reason"":""'Drunker' explains falling off a bar stool; intoxication increases likelihood of such accidents.""}"
judge::cot::c7526b682e64f355384631b35cd78fc9,c7526b682e64f355384631b35cd78fc9,cot,1,1,'Drunker' explains falling off a bar stool; intoxication increases the likelihood of such accidents.,"{""coherent"":1,""reason"":""'Drunker' explains falling off a bar stool; intoxication increases the likelihood of such accidents.""}"
judge::direct::7f7a6f2b3087bf37dadbe8aa8d358047,7f7a6f2b3087bf37dadbe8aa8d358047,direct,1,1,Heartburn is a painful condition that can be caused by eating lunch.,"{""coherent"":1,""reason"":""Heartburn is a painful condition that can be caused by eating lunch.""}"
judge::cot::7f7a6f2b3087bf37dadbe8aa8d358047,7f7a6f2b3087bf37dadbe8aa8d358047,cot,1,1,Heartburn is a painful condition that can be caused by eating lunch.,"{""coherent"":1,""reason"":""Heartburn is a painful condition that can be caused by eating lunch.""}"
judge::direct::0af371b94fb414860b13eea6009ccc31,0af371b94fb414860b13eea6009ccc31,direct,1,1,The sun provides energy essential for sustaining life on Earth.,"{""coherent"":1,""reason"":""The sun provides energy essential for sustaining life on Earth.""}"
judge::cot::0af371b94fb414860b13eea6009ccc31,0af371b94fb414860b13eea6009ccc31,cot,1,1,"The sun provides energy necessary for life on earth, making it ultimately responsible for it.","{""coherent"":1,""reason"":""The sun provides energy necessary for life on earth, making it ultimately responsible for it.""}"
judge::direct::3bf06235a537adc9d85431846595b800,3bf06235a537adc9d85431846595b800,direct,1,1,"Birds fly due to lightweight hollow bones, making this option coherent with the question's goal.","{""coherent"":1,""reason"":""Birds fly due to lightweight hollow bones, making this option coherent with the question's goal.""}"
judge::cot::3bf06235a537adc9d85431846595b800,3bf06235a537adc9d85431846595b800,cot,1,1,"Birds fly due to lightweight hollow bones, making this option coherent with the question's goal.","{""coherent"":1,""reason"":""Birds fly due to lightweight hollow bones, making this option coherent with the question's goal.""}"
judge::direct::f2645d0ee8662b6553954cee7e77979e,f2645d0ee8662b6553954cee7e77979e,direct,1,1,"Playing basketball daily in the backyard is likely for enjoyment, so 'have fun' is coherent.","{""coherent"":1,""reason"":""Playing basketball daily in the backyard is likely for enjoyment, so 'have fun' is coherent.""}"
judge::cot::f2645d0ee8662b6553954cee7e77979e,f2645d0ee8662b6553954cee7e77979e,cot,1,1,"People commonly play basketball daily for enjoyment, making 'have fun' a coherent goal.","{""coherent"":1,""reason"":""People commonly play basketball daily for enjoyment, making 'have fun' a coherent goal.""}"
judge::direct::f1368ab1d4ee05d72d555474fcd737d7,f1368ab1d4ee05d72d555474fcd737d7,direct,1,1,"A sore mouth can make chewing food difficult, matching the question's likely goal.","{""coherent"":1,""reason"":""A sore mouth can make chewing food difficult, matching the question's likely goal.""}"
judge::cot::f1368ab1d4ee05d72d555474fcd737d7,f1368ab1d4ee05d72d555474fcd737d7,cot,1,1,A sore mouth can make chewing food difficult due to pain or discomfort.,"{""coherent"":1,""reason"":""A sore mouth can make chewing food difficult due to pain or discomfort.""}"
judge::direct::5a7f6fd97b2c9ad05f773bc8b2ecf441,5a7f6fd97b2c9ad05f773bc8b2ecf441,direct,1,1,"Crossing a bridge avoids water, so hair stays neat; this matches the goal of not messing up hair.","{""coherent"":1,""reason"":""Crossing a bridge avoids water, so hair stays neat; this matches the goal of not messing up hair.""}"
judge::cot::5a7f6fd97b2c9ad05f773bc8b2ecf441,5a7f6fd97b2c9ad05f773bc8b2ecf441,cot,1,1,"Crossing a bridge avoids water, so hair stays neat; this matches the goal of not messing up hair.","{""coherent"":1,""reason"":""Crossing a bridge avoids water, so hair stays neat; this matches the goal of not messing up hair.""}"
judge::direct::ecd32cc0c17d4738a27bba3399f04591,ecd32cc0c17d4738a27bba3399f04591,direct,1,1,"Old Apple Inc stock certificates can be valuable, fitting the context of a valuable piece of paper.","{""coherent"":1,""reason"":""Old Apple Inc stock certificates can be valuable, fitting the context of a valuable piece of paper.""}"
judge::cot::ecd32cc0c17d4738a27bba3399f04591,ecd32cc0c17d4738a27bba3399f04591,cot,1,1,"Old Apple stock certificates can be worth a lot of money, fitting the context of valuable paper.","{""coherent"":1,""reason"":""Old Apple stock certificates can be worth a lot of money, fitting the context of valuable paper.""}"
judge::direct::02f43014a135cbd39f23b044c99de96e,02f43014a135cbd39f23b044c99de96e,direct,1,1,An automobile uses an exit ramp to leave a freeway; this matches the likely goal in the question.,"{""coherent"":1,""reason"":""An automobile uses an exit ramp to leave a freeway; this matches the likely goal in the question.""}"
judge::cot::02f43014a135cbd39f23b044c99de96e,02f43014a135cbd39f23b044c99de96e,cot,1,1,An exit ramp is the standard way for automobiles to leave a freeway.,"{""coherent"":1,""reason"":""An exit ramp is the standard way for automobiles to leave a freeway.""}"
judge::direct::9698232e3599157431c9dc8f2fe179cd,9698232e3599157431c9dc8f2fe179cd,direct,1,1,People attend plays hoping to be entertained; this matches the likely goal in the question.,"{""coherent"":1,""reason"":""People attend plays hoping to be entertained; this matches the likely goal in the question.""}"
judge::cot::9698232e3599157431c9dc8f2fe179cd,9698232e3599157431c9dc8f2fe179cd,cot,1,1,People attend plays hoping to be entertained; this matches the likely goal in the question.,"{""coherent"":1,""reason"":""People attend plays hoping to be entertained; this matches the likely goal in the question.""}"
judge::direct::e3426e4f60c142aa3d813479f79d6305,e3426e4f60c142aa3d813479f79d6305,direct,1,1,People often eat at a restaurant before going to a bar on a night out.,"{""coherent"":1,""reason"":""People often eat at a restaurant before going to a bar on a night out.""}"
judge::cot::e3426e4f60c142aa3d813479f79d6305,e3426e4f60c142aa3d813479f79d6305,cot,1,1,People often go to a restaurant before heading to a bar on a night out.,"{""coherent"":1,""reason"":""People often go to a restaurant before heading to a bar on a night out.""}"
